T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
466,Mali,2005,Gross enrollment ratio - Secondary (male),31.8021,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2005,Gross enrollment ratio - Secondary (female),19.6028,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Students enrolled in primary education (thousands),"2,018.55",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Gross enrollement ratio - Primary (male),89.5983,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Gross enrollment ratio - Primary (female),76.8374,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Students enrolled in secondary education (thousands),758.285,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Gross enrollment ratio - Secondary (male),46.3577,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Gross enrollment ratio - Secondary (female),31.8658,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Students enrolled in tertiary education (thousands),81.188,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Gross enrollment ratio - Tertiary (male),8.616,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2010,Gross enrollment ratio - Tertiary (female),3.5578,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Students enrolled in primary education (thousands),"2,181.62",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Gross enrollement ratio - Primary (male),81.5108,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Gross enrollment ratio - Primary (female),72.317,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Students enrolled in secondary education (thousands),961.046,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Gross enrollment ratio - Secondary (male),50.3851,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Gross enrollment ratio - Secondary (female),37.3427,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Students enrolled in tertiary education (thousands),87.662,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Gross enrollment ratio - Tertiary (male),8.3778,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2014,Gross enrollment ratio - Tertiary (female),3.4927,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Students enrolled in primary education (thousands),"2,227.08",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Gross enrollement ratio - Primary (male),79.6092,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Gross enrollment ratio - Primary (female),71.4525,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Students enrolled in secondary education (thousands),945.484,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Gross enrollment ratio - Secondary (male),46.4073,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Gross enrollment ratio - Secondary (female),36.7811,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Students enrolled in tertiary education (thousands),83.15,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Gross enrollment ratio - Tertiary (male),7.7188,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2015,Gross enrollment ratio - Tertiary (female),3.2265,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2017,Students enrolled in primary education (thousands),"2,538.50",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2017,Gross enrollement ratio - Primary (male),84.4631,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2017,Gross enrollment ratio - Primary (female),75.5514,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2017,Students enrolled in secondary education (thousands),"1,017.42",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2017,Gross enrollment ratio - Secondary (male),45.7987,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
466,Mali,2017,Gross enrollment ratio - Secondary (female),37.021,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Students enrolled in primary education (thousands),29.596,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Gross enrollement ratio - Primary (male),97.977,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Gross enrollment ratio - Primary (female),95.6988,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Students enrolled in secondary education (thousands),40.129,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Gross enrollment ratio - Secondary (male),104.5335,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Gross enrollment ratio - Secondary (female),100.3155,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Students enrolled in tertiary education (thousands),9.441,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Gross enrollment ratio - Tertiary (male),27.5259,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2005,Gross enrollment ratio - Tertiary (female),37.2766,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Students enrolled in primary education (thousands),24.985,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Gross enrollement ratio - Primary (male),98.6845,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Gross enrollment ratio - Primary (female),99.3422,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Students enrolled in secondary education (thousands),37.163,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Gross enrollment ratio - Secondary (male),109.6915,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Gross enrollment ratio - Secondary (female),97.9703,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Students enrolled in tertiary education (thousands),10.84,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Gross enrollment ratio - Tertiary (male),31.6166,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2010,Gross enrollment ratio - Tertiary (female),42.7482,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Students enrolled in primary education (thousands),24.072,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Gross enrollement ratio - Primary (male),101.0929,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Gross enrollment ratio - Primary (female),102.7501,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Students enrolled in secondary education (thousands),30.23,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Gross enrollment ratio - Secondary (male),92.1724,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Gross enrollment ratio - Secondary (female),96.4711,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Students enrolled in tertiary education (thousands),12.61,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Gross enrollment ratio - Tertiary (male),38.925,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2014,Gross enrollment ratio - Tertiary (female),50.8826,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Students enrolled in primary education (thousands),24.624,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Gross enrollement ratio - Primary (male),102.1972,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Gross enrollment ratio - Primary (female),104.7225,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Students enrolled in secondary education (thousands),29.434,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Gross enrollment ratio - Secondary (male),91.7026,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Gross enrollment ratio - Secondary (female),98.0988,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Students enrolled in tertiary education (thousands),13.216,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Gross enrollment ratio - Tertiary (male),40.257,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2015,Gross enrollment ratio - Tertiary (female),55.1673,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Students enrolled in primary education (thousands),25.177,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Gross enrollement ratio - Primary (male),102.6201,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Gross enrollment ratio - Primary (female),106.6372,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Students enrolled in secondary education (thousands),28.776,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Gross enrollment ratio - Secondary (male),93.7982,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Gross enrollment ratio - Secondary (female),97.7691,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Students enrolled in tertiary education (thousands),13.329,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Gross enrollment ratio - Tertiary (male),41.5437,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
470,Malta,2016,Gross enrollment ratio - Tertiary (female),56.7766,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Students enrolled in primary education (thousands),8.757,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Gross enrollement ratio - Primary (male),124.577,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Gross enrollment ratio - Primary (female),116.1263,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Students enrolled in secondary education (thousands),6.353,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Gross enrollment ratio - Secondary (male),71.7066,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Gross enrollment ratio - Secondary (female),74.3796,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Students enrolled in tertiary education (thousands),0.903,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Gross enrollment ratio - Tertiary (male),14.2391,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2002,Gross enrollment ratio - Tertiary (female),18.2927,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2005,Students enrolled in primary education (thousands),8.055,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2005,Gross enrollement ratio - Primary (male),103.0244,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2005,Gross enrollment ratio - Primary (female),129.8516,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2005,Students enrolled in secondary education (thousands),5.26,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2005,Gross enrollment ratio - Secondary (male),75.6255,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2005,Gross enrollment ratio - Secondary (female),75.7442,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2009,Students enrolled in primary education (thousands),8.398,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2009,Gross enrollement ratio - Primary (male),107.4248,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2009,Gross enrollment ratio - Primary (female),107.8997,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2009,Students enrolled in secondary education (thousands),5.229,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2009,Gross enrollment ratio - Secondary (male),101.4358,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2009,Gross enrollment ratio - Secondary (female),104.3912,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2011,Students enrolled in primary education (thousands),8.546,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2011,Gross enrollement ratio - Primary (male),105.7313,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2011,Gross enrollment ratio - Primary (female),105.0474,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2012,Students enrolled in tertiary education (thousands),1.33,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2012,Gross enrollment ratio - Tertiary (male),44.5902,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2012,Gross enrollment ratio - Tertiary (female),41.1914,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2015,Students enrolled in primary education (thousands),8.236,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2015,Gross enrollement ratio - Primary (male),93.4888,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2015,Gross enrollment ratio - Primary (female),93.3052,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2015,Students enrolled in secondary education (thousands),5.454,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2015,Gross enrollment ratio - Secondary (male),73.1049,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2015,Gross enrollment ratio - Secondary (female),80.422,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2016,Students enrolled in primary education (thousands),7.941,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2016,Gross enrollement ratio - Primary (male),88.6126,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2016,Gross enrollment ratio - Primary (female),90.0209,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2016,Students enrolled in secondary education (thousands),5.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2016,Gross enrollment ratio - Secondary (male),69.7983,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
584,Marshall Islands,2016,Gross enrollment ratio - Secondary (female),76.4511,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Students enrolled in primary education (thousands),443.615,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Gross enrollement ratio - Primary (male),89.3942,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Gross enrollment ratio - Primary (female),91.9313,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Students enrolled in secondary education (thousands),92.796,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Gross enrollment ratio - Secondary (male),23.6072,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Gross enrollment ratio - Secondary (female),20.6701,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Students enrolled in tertiary education (thousands),8.758,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Gross enrollment ratio - Tertiary (male),4.3401,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2005,Gross enrollment ratio - Tertiary (female),1.4585,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Students enrolled in primary education (thousands),531.383,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Gross enrollement ratio - Primary (male),94.2092,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Gross enrollment ratio - Primary (female),98.2797,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Students enrolled in secondary education (thousands),110.206,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Gross enrollment ratio - Secondary (male),21.8373,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Gross enrollment ratio - Secondary (female),18.5784,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Students enrolled in tertiary education (thousands),14.536,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Gross enrollment ratio - Tertiary (male),6.1724,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2010,Gross enrollment ratio - Tertiary (female),2.5059,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
478,Mauritania,2013,Students enrolled in primary education (thousands),568.953,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
